nameWithOwner,url,stargazerCount,createdAt,releases,primaryLanguage,age,processed,cbo,dit,lcom*,loc
crazycodeboy/react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,5135,2016-09-14T10:43:55Z,12,Java,2015,true,3.4166666666666665,1,0.122222225,246
Karumi/Dexter,https://github.com/Karumi/Dexter,5133,2015-11-17T13:14:43Z,33,Java,2317,true,4.425,1,0.164157982825,2197
yuliskov/SmartTubeNext,https://github.com/yuliskov/SmartTubeNext,5121,2020-07-28T12:53:52Z,65,Java,602,true,6.730923694779117,3,Not processed.,30168
frohoff/ysoserial,https://github.com/frohoff/ysoserial,5094,2015-01-28T07:13:55Z,0,Java,2610,true,5.458333333333333,1,Not processed.,3851
junit-team/junit5,https://github.com/junit-team/junit5,5072,2015-01-11T19:06:10Z,54,Java,2627,true,4.365361803084223,2,Not processed.,73190
journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,5048,2012-11-28T16:36:39Z,9,Java,3401,true,5.4375,2,0.35286650249999996,5169
frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,5036,2014-11-10T18:56:49Z,1,Java,2689,true,4.7875,1,0.2432249722500001,2223
careercup/ctci,https://github.com/careercup/ctci,5032,2013-03-21T23:01:01Z,0,Java,3287,true,1.9581993569131833,1,Not processed.,11244
mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,5031,2012-05-28T12:42:42Z,22,Java,3585,true,3.770066225165563,2,Not processed.,81041
alibaba/UltraViewPager,https://github.com/alibaba/UltraViewPager,5030,2017-03-29T13:31:53Z,10,Java,1819,true,5.208333333333333,1,0.23906802458333334,1518
flowable/flowable-engine,https://github.com/flowable/flowable-engine,5023,2016-10-13T07:21:43Z,20,Java,1986,true,6.711303621751383,2,Not processed.,532173
TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,5022,2015-08-20T16:03:53Z,25,Java,2406,true,5.384858044164038,3,Not processed.,14602
wequick/Small,https://github.com/wequick/Small,5011,2015-11-27T11:37:20Z,25,Java,2307,true,3.8,1,Not processed.,7726
Trinea/android-common,https://github.com/Trinea/android-common,4997,2012-06-19T07:49:46Z,1,Java,3563,true,4.445454545454545,2,Not processed.,6671
btraceio/btrace,https://github.com/btraceio/btrace,4991,2014-08-28T18:58:24Z,28,Java,2763,true,4.994550408719346,1,Not processed.,37951
spring-attic/spring-mvc-showcase,https://github.com/spring-attic/spring-mvc-showcase,4986,2011-06-03T15:36:55Z,0,Java,3945,true,5.172413793103448,1,Not processed.,1281
alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,4965,2013-10-13T08:48:33Z,49,Java,3082,true,4.7125,1,0.2830102844999999,3344
traex/RippleEffect,https://github.com/traex/RippleEffect,4963,2014-10-14T13:32:51Z,0,Java,2716,true,3.4210526315789473,2,0.13588553684210525,504
amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,4955,2016-08-27T08:21:37Z,0,Java,2033,true,3.6648648648648647,1,0.18885885821621617,3992
orhanobut/dialogplus,https://github.com/orhanobut/dialogplus,4953,2014-12-12T09:24:44Z,9,Java,2657,true,5.241379310344827,1,0.19865987620689657,1047
wiremock/wiremock,https://github.com/wiremock/wiremock,4943,2011-10-09T20:27:24Z,1,Java,3816,true,5.231107205623902,1,Not processed.,39896
yipianfengye/android-zxingLibrary,https://github.com/yipianfengye/android-zxingLibrary,4916,2016-07-26T08:00:18Z,0,Java,2065,true,4.711538461538462,2,0.32216756692307685,2018
Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,4913,2016-03-29T08:59:27Z,13,Java,2184,true,4.017241379310345,2,Not processed.,2538
facebook/shimmer-android,https://github.com/facebook/shimmer-android,4913,2015-02-27T22:25:22Z,5,Java,2579,true,8.571428571428571,2,0.36448233571428573,854
quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,4900,2016-03-07T14:05:37Z,2,Java,2206,true,5.222060957910014,1,Not processed.,42015
hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm,4896,2010-10-04T16:15:52Z,16,Java,4187,true,6.4326838170365574,2,Not processed.,715676
danikula/AndroidVideoCache,https://github.com/danikula/AndroidVideoCache,4895,2015-04-01T11:25:52Z,20,Java,2547,true,4.8311688311688314,1,Not processed.,3217
mybatis/generator,https://github.com/mybatis/generator,4894,2013-02-10T11:14:50Z,10,Java,3327,true,7.72824427480916,1,Not processed.,72833
socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java,4881,2013-04-28T17:04:05Z,3,Java,3250,true,1.943661971830986,1,Not processed.,5255
Ramotion/folding-cell-android,https://github.com/Ramotion/folding-cell-android,4868,2016-04-01T11:38:47Z,0,Java,2181,true,4.142857142857143,1,Not processed.,812
rubensousa/GravitySnapHelper,https://github.com/rubensousa/GravitySnapHelper,4860,2016-08-31T07:25:23Z,14,Java,2029,true,6.375,1,0.27187185,610
ffay/lanproxy,https://github.com/ffay/lanproxy,4859,2016-11-20T08:12:10Z,1,Java,1948,true,4.238095238095238,1,Not processed.,2668
andkulikov/Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,4855,2014-10-15T03:37:03Z,23,Java,2715,true,6.901554404145077,1,Not processed.,9485
AriaLyy/Aria,https://github.com/AriaLyy/Aria,4846,2016-02-19T02:16:07Z,26,Java,2223,true,5.742105263157895,1,Not processed.,42723
jOOQ/jOOQ,https://github.com/jOOQ/jOOQ,4838,2011-04-17T10:43:33Z,0,Java,3992,true,9.662333333333333,5,Not processed.,199840
confluentinc/ksql,https://github.com/confluentinc/ksql,4835,2016-09-27T21:30:15Z,8,Java,2001,true,8.374809547993905,1,Not processed.,191859
claritylab/lucida,https://github.com/claritylab/lucida,4826,2014-05-13T17:12:49Z,0,Java,2870,true,5.914179104477612,2,0.326194616402985,23221
alibaba/jvm-sandbox,https://github.com/alibaba/jvm-sandbox,4809,2017-08-03T02:55:31Z,12,Java,1692,true,3.267094017094017,1,Not processed.,14467
raphw/byte-buddy,https://github.com/raphw/byte-buddy,4799,2013-11-25T19:38:03Z,246,Java,3038,true,6.029739098704616,1,Not processed.,248724
DingMouRen/LayoutManagerGroup,https://github.com/DingMouRen/LayoutManagerGroup,4791,2018-04-28T11:47:38Z,0,Java,1424,true,4.9523809523809526,2,Not processed.,2285
etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,4790,2013-12-09T19:43:45Z,7,Java,3024,true,5.861111111111111,1,Not processed.,4010
Nepxion/Discovery,https://github.com/Nepxion/Discovery,4771,2018-06-21T16:16:49Z,112,Java,1370,true,4.873925501432665,1,Not processed.,21145
google/google-authenticator,https://github.com/google/google-authenticator,4770,2014-10-08T17:54:27Z,0,Java,2722,true,3.8852459016393444,1,Not processed.,3935
JodaOrg/joda-time,https://github.com/JodaOrg/joda-time,4766,2011-05-16T16:49:57Z,36,Java,3963,true,8.572710951526032,1,Not processed.,91429
hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,4760,2012-03-21T12:25:18Z,166,Java,3653,true,7.149202320522117,1,Not processed.,929895
ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android,4759,2013-01-20T13:55:53Z,986,Java,3348,true,7.921828908554573,2,Not processed.,63530
mcxiaoke/packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,4756,2015-11-24T04:08:08Z,1,Java,2310,true,2.806451612903226,2,Not processed.,1776
google/cameraview,https://github.com/google/cameraview,4737,2016-08-04T05:22:14Z,0,Java,2056,true,4.833333333333333,2,Not processed.,2983
saiwu-bigkoo/Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,4728,2014-12-23T06:12:33Z,0,Java,2646,true,4.827586206896552,1,0.24604747724137932,848
opensearch-project/OpenSearch,https://github.com/opensearch-project/OpenSearch,4725,2021-01-29T22:10:00Z,12,Java,416,true,7.267102121084422,1,Not processed.,957761
gabrielemariotti/cardslib,https://github.com/gabrielemariotti/cardslib,4720,2013-09-20T21:57:19Z,27,Java,3104,true,5.901356350184956,2,Not processed.,32257
pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,4716,2012-11-15T18:10:45Z,0,Java,3414,true,3.903225806451613,1,Not processed.,3158
vavr-io/vavr,https://github.com/vavr-io/vavr,4710,2014-01-30T14:07:25Z,17,Java,2973,true,8.542130365659778,1,Not processed.,64395
getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,4698,2018-10-23T10:30:55Z,17,Java,1246,true,7.215083798882682,4,Not processed.,20468
razerdp/BasePopup,https://github.com/razerdp/BasePopup,4682,2016-01-15T03:31:07Z,15,Java,2258,true,5.876325088339223,1,Not processed.,28208
hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,4669,2015-08-03T02:55:51Z,0,Java,2423,true,4.88,1,0.17088891920000002,1563
gephi/gephi,https://github.com/gephi/gephi,4665,2011-10-22T03:14:46Z,13,Java,3804,true,4.230901287553648,3,Not processed.,121309
wdullaer/MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,4644,2015-01-03T19:41:03Z,54,Java,2634,true,6.589041095890411,1,0.2880742702739727,7536
youlookwhat/CloudReader,https://github.com/youlookwhat/CloudReader,4643,2016-11-20T11:59:25Z,25,Java,1948,true,4.756756756756757,4,Not processed.,18851
square/sqlbrite,https://github.com/square/sqlbrite,4636,2015-02-19T04:38:37Z,9,Java,2588,true,4.69811320754717,1,Not processed.,3329
macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,4629,2019-09-07T02:36:16Z,0,Java,927,true,4.74468085106383,1,Not processed.,1823
auth0/java-jwt,https://github.com/auth0/java-jwt,4622,2014-03-07T15:06:11Z,32,Java,2937,true,5.894736842105263,1,Not processed.,7953
OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,4621,2010-08-27T02:05:20Z,26,Java,4225,true,7.17910447761194,1,Not processed.,103458
zhaojun1998/zfile,https://github.com/zhaojun1998/zfile,4617,2019-08-19T13:57:56Z,39,Java,946,true,6.3884297520661155,2,Not processed.,3536
microg/GmsCore,https://github.com/microg/GmsCore,4609,2014-04-23T19:28:47Z,26,Java,2889,true,5.163321167883212,3,Not processed.,33068
hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,4609,2017-01-19T11:36:21Z,0,Java,1888,true,3.5833333333333335,1,0.10277778333333332,389
go-lang-plugin-org/go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,4601,2010-08-29T08:20:01Z,21,Java,4223,true,8.119257950530036,2,Not processed.,45363
alipay/SoloPi,https://github.com/alipay/SoloPi,4599,2019-03-14T15:32:49Z,7,Java,1104,true,4.638433515482696,1,Not processed.,53275
danielzeller/Depth-LIB-Android-,https://github.com/danielzeller/Depth-LIB-Android-,4586,2016-04-27T09:37:28Z,0,Java,2155,true,3.787037037037037,1,0.1747569124537037,3771
SplashCodes/JAViewer,https://github.com/SplashCodes/JAViewer,4577,2016-05-21T08:47:10Z,10,Java,2131,true,5.787709497206704,3,Not processed.,6309
chentao0707/SimplifyReader,https://github.com/chentao0707/SimplifyReader,4576,2015-08-17T08:22:53Z,0,Java,2409,true,4.136075949367089,1,Not processed.,34709
baidu/uid-generator,https://github.com/baidu/uid-generator,4570,2017-03-27T04:03:43Z,0,Java,1821,true,2.88,1,0.44493432760000007,873
fuzhengwei/itstack-demo-design,https://github.com/fuzhengwei/itstack-demo-design,4562,2020-05-20T13:45:30Z,0,Java,671,true,2.167441860465116,1,Not processed.,3985
kyleduo/SwitchButton,https://github.com/kyleduo/SwitchButton,4561,2014-09-09T07:20:43Z,0,Java,2751,true,4.37037037037037,1,0.10891097962962963,1549
ElderDrivers/EdXposed,https://github.com/ElderDrivers/EdXposed,4560,2019-01-18T16:18:19Z,27,Java,1159,true,6.065217391304348,1,Not processed.,71794
jgilfelt/chuck,https://github.com/jgilfelt/chuck,4555,2017-02-07T23:51:39Z,5,Java,1868,true,5.904761904761905,2,0.24473067952380956,1698
lingochamp/okdownload,https://github.com/lingochamp/okdownload,4551,2017-12-17T08:21:22Z,8,Java,1556,true,6.440233236151603,1,Not processed.,18986
spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,4542,2014-07-11T15:46:12Z,2,Java,2811,true,7.3520408163265305,1,Not processed.,7141
techGay/v9porn,https://github.com/techGay/v9porn,4537,2018-04-12T14:32:04Z,9,Java,1440,true,4.925876010781671,4,Not processed.,24718
spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,4537,2011-07-26T18:08:49Z,0,Java,3892,true,6.074148296593187,2,Not processed.,35192
Flipboard/bottomsheet,https://github.com/Flipboard/bottomsheet,4535,2015-04-23T17:37:32Z,10,Java,2525,true,4.897058823529412,1,0.15199551529411762,2578
romandanylyk/PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,4527,2016-08-20T19:25:32Z,14,Java,2039,true,5.513888888888889,1,0.2829167693055556,3532
JakeWharton/NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,4524,2011-12-08T19:46:37Z,0,Java,3756,true,4.2898550724637685,1,0.2243227478985508,7585
jdamcd/android-crop,https://github.com/jdamcd/android-crop,4524,2014-03-13T10:24:43Z,6,Java,2931,true,4.290322580645161,2,Not processed.,1676
sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,4517,2018-04-02T08:28:14Z,50,Java,1450,true,5.235159817351598,1,Not processed.,23383
nisrulz/android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,4513,2016-08-25T20:27:33Z,0,Java,2034,true,1,1,0.25,22
pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,4508,2015-06-02T04:41:29Z,41,Java,2485,true,3.8767123287671232,1,Not processed.,5876
zhanghai/Douya,https://github.com/zhanghai/Douya,4506,2016-02-01T13:44:19Z,11,Java,2241,true,5.627009646302251,2,Not processed.,44643
Jasonchenlijian/FastBle,https://github.com/Jasonchenlijian/FastBle,4499,2016-08-23T02:06:33Z,9,Java,2037,true,4.380952380952381,3,Not processed.,4713
lettuce-io/lettuce-core,https://github.com/lettuce-io/lettuce-core,4479,2014-05-10T13:08:46Z,99,Java,2873,true,6.051515151515152,2,Not processed.,78753
jankotek/mapdb,https://github.com/jankotek/mapdb,4478,2012-08-17T15:28:54Z,0,Java,3504,true,3.2395437262357416,1,Not processed.,20198
apache/groovy,https://github.com/apache/groovy,4458,2015-04-16T07:00:05Z,0,Java,2532,true,5.193479039770692,1,Not processed.,188506
supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,4447,2020-01-05T13:30:52Z,0,Java,807,true,8.070080862533693,1,Not processed.,29276
alibaba/dexposed,https://github.com/alibaba/dexposed,4437,2015-06-30T02:59:16Z,0,Java,2457,true,2.9166666666666665,3,0.36451851611111113,2414
HotBitmapGG/bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,4433,2016-06-01T04:36:01Z,1,Java,2120,true,4.92128801431127,1,Not processed.,38892
castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,4430,2013-11-27T20:32:16Z,9,Java,3036,true,4.854166666666667,1,0.16877789604166663,2208
orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,4425,2012-12-09T20:33:47Z,180,Java,3389,true,6.785930663076405,1,Not processed.,522881
apache/hbase,https://github.com/apache/hbase,4408,2014-05-23T07:00:07Z,19,Java,2860,true,7.968102965864578,3,Not processed.,889284
puniverse/quasar,https://github.com/puniverse/quasar,4398,2013-03-27T14:51:24Z,18,Java,3282,true,3.4062268346923648,1,Not processed.,52770
spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,4389,2014-01-30T15:42:43Z,0,Java,2973,true,2.628498344869094,1,Not processed.,51269
google/google-java-format,https://github.com/google/google-java-format,4381,2015-05-11T20:38:28Z,17,Java,2506,true,5.6688311688311686,1,0.28525980627272723,12251
JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,4375,2016-12-26T13:26:29Z,20,Java,1912,true,6.852567975830816,2,Not processed.,87059
MindorksOpenSource/android-mvp-architecture,https://github.com/MindorksOpenSource/android-mvp-architecture,4366,2017-01-27T08:39:06Z,0,Java,1880,true,5.815068493150685,1,0.26448121787671225,4049
firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,4366,2015-07-09T17:31:09Z,63,Java,2448,true,10.083333333333334,1,Not processed.,13744
deathmarine/Luyten,https://github.com/deathmarine/Luyten,4365,2013-07-11T10:57:28Z,17,Java,3176,true,2.3488372093023258,2,Not processed.,6750
mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,4350,2013-05-21T05:35:26Z,0,Java,3227,true,5.090909090909091,3,Not processed.,4965
reactive-streams/reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,4326,2014-02-28T13:16:15Z,0,Java,2944,true,3.111358574610245,1,0.09402898625835189,15248
2227324689/gpmall,https://github.com/2227324689/gpmall,4326,2019-07-18T14:09:22Z,0,Java,978,true,4.97877358490566,2,Not processed.,8865
youtube/api-samples,https://github.com/youtube/api-samples,4320,2013-12-09T18:41:41Z,0,Java,3025,true,6.404761904761905,1,0.2823361945238096,2541
cglib/cglib,https://github.com/cglib/cglib,4316,2014-03-29T13:48:30Z,15,Java,2915,true,3.216867469879518,2,Not processed.,17670
CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,4309,2018-11-28T01:05:07Z,0,Java,1210,true,4.16546762589928,1,Not processed.,1519
Ashok-Varma/BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,4308,2016-03-19T19:19:30Z,16,Java,2193,true,7.533333333333333,1,0.43235549599999995,2091
roncoo/roncoo-pay,https://github.com/roncoo/roncoo-pay,4291,2016-07-21T02:46:06Z,0,Java,2070,true,5.2055837563451774,1,Not processed.,19910
aporter/coursera-android,https://github.com/aporter/coursera-android,4289,2014-01-05T09:55:31Z,0,Java,2998,true,4.233552631578948,1,Not processed.,18164
kiegroup/drools,https://github.com/kiegroup/drools,4275,2011-02-18T08:37:05Z,0,Java,4050,true,6.493169779760246,2,Not processed.,726079
bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,4272,2015-05-28T16:17:00Z,4,Java,2490,true,5.148148148148148,1,Not processed.,5450
zuihou/lamp-cloud,https://github.com/zuihou/lamp-cloud,4265,2018-01-17T02:51:04Z,0,Java,1525,true,8.649202733485193,2,Not processed.,9105
Tencent/GT,https://github.com/Tencent/GT,4264,2016-01-13T10:29:55Z,3,Java,2260,true,3.774378585086042,1,Not processed.,55590
yasserg/crawler4j,https://github.com/yasserg/crawler4j,4245,2011-12-31T22:49:18Z,3,Java,3733,true,5.27710843373494,1,Not processed.,4736
bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,4245,2013-11-19T04:33:23Z,1,Java,3045,true,7.192090395480226,1,Not processed.,67921
robinhood/ticker,https://github.com/robinhood/ticker,4240,2016-07-15T21:37:52Z,9,Java,2075,true,4.612903225806452,1,0.3439506280645161,1581
hansonwang99/Spring-Boot-In-Action,https://github.com/hansonwang99/Spring-Boot-In-Action,4231,2019-01-28T12:56:51Z,0,Java,1149,true,3.8656716417910446,1,Not processed.,2714
cabaletta/baritone,https://github.com/cabaletta/baritone,4231,2018-08-01T15:34:21Z,61,Java,1329,true,6.359605911330049,1,Not processed.,17152
jeasonlzy/ImagePicker,https://github.com/jeasonlzy/ImagePicker,4227,2016-01-27T17:05:03Z,5,Java,2246,true,5.828947368421052,1,Not processed.,3685
natario1/CameraView,https://github.com/natario1/CameraView,4226,2017-07-18T09:30:33Z,42,Java,1708,true,5.595505617977528,1,Not processed.,21137
awangdev/LintCode,https://github.com/awangdev/LintCode,4217,2015-04-25T19:14:09Z,0,Java,2523,true,2.0602409638554215,1,Not processed.,2204
javagrowing/JGrowing,https://github.com/javagrowing/JGrowing,4212,2019-02-26T01:55:08Z,0,Java,1120,true,1.5263157894736843,1,Not processed.,329
Netflix/ribbon,https://github.com/Netflix/ribbon,4200,2013-01-15T01:08:04Z,41,Java,3353,true,4.385915492957746,1,Not processed.,21786
zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,4193,2015-11-16T12:53:21Z,0,Java,2318,true,3.515463917525773,1,Not processed.,5353
apache/hive,https://github.com/apache/hive,4188,2009-05-21T02:31:01Z,0,Java,4688,true,6.881319933692499,1,Not processed.,1.960448e+06
grantland/android-autofittextview,https://github.com/grantland/android-autofittextview,4179,2011-02-14T06:00:52Z,1,Java,4054,true,5.375,1,0.22726933625,470
apache/camel,https://github.com/apache/camel,4179,2009-05-21T00:25:36Z,0,Java,4688,true,4.746028823900694,1,Not processed.,1.604253e+06
CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,4164,2013-11-23T10:04:14Z,48,Java,3041,true,5.059760956175299,1,Not processed.,12171
Genymobile/gnirehtet,https://github.com/Genymobile/gnirehtet,4162,2017-02-09T16:01:13Z,11,Java,1867,true,3.765432098765432,1,0.28061896493827165,4326
airbnb/DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,4147,2015-06-11T21:16:48Z,22,Java,2475,true,6.2592592592592595,1,0.24481316037037038,8643
LSPosed/LSPosed,https://github.com/LSPosed/LSPosed,4133,2020-12-12T08:39:37Z,29,Java,465,true,5.33756345177665,2,Not processed.,20038
Jacksgong/JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,4126,2015-07-01T17:42:01Z,14,Java,2456,true,5.2,1,0.2648101956,1736
pedrovgs/AndroidWiFiADB,https://github.com/pedrovgs/AndroidWiFiADB,4124,2015-10-18T21:58:45Z,8,Java,2346,true,2.8666666666666667,1,0.3371951399999999,1096
hugeterry/CoordinatorTabLayout,https://github.com/hugeterry/CoordinatorTabLayout,4119,2017-01-27T13:40:28Z,0,Java,1880,true,5.294117647058823,1,0.21250000000000002,473
ZHENFENG13/spring-boot-projects,https://github.com/ZHENFENG13/spring-boot-projects,4115,2017-04-01T01:50:14Z,0,Java,1816,true,4.590909090909091,1,Not processed.,2731
AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,4114,2012-07-31T10:25:08Z,43,Java,3521,true,7.686429512516469,3,Not processed.,47600
cjlin1/libsvm,https://github.com/cjlin1/libsvm,4113,2013-09-10T14:32:07Z,0,Java,3115,true,3.264705882352941,1,Not processed.,3087
ChadCSong/ShineButton,https://github.com/ChadCSong/ShineButton,4113,2016-07-05T06:32:26Z,2,Java,2086,true,3.8285714285714287,1,Not processed.,1111
javaparser/javaparser,https://github.com/javaparser/javaparser,4108,2011-10-30T14:03:44Z,32,Java,3796,true,8.795644891122278,1,Not processed.,117792
codingapi/tx-lcn,https://github.com/codingapi/tx-lcn,4107,2017-11-11T03:34:34Z,14,Java,1592,true,4.963963963963964,1,Not processed.,7772
apache/ignite,https://github.com/apache/ignite,4100,2015-02-19T08:00:05Z,0,Java,2588,true,5.367653131452168,1,Not processed.,1.058006e+06
Exrick/xpay,https://github.com/Exrick/xpay,4092,2017-12-12T16:11:19Z,0,Java,1561,true,6.428571428571429,1,0.4481968390476191,1449
android/views-widgets-samples,https://github.com/android/views-widgets-samples,4084,2019-09-06T21:39:12Z,0,Java,927,true,4.019736842105263,2,Not processed.,7344
apache/rocketmq-externals,https://github.com/apache/rocketmq-externals,4081,2017-03-14T07:00:06Z,0,Java,1834,true,5.830645161290323,1,Not processed.,9842
bingoogolapple/BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,4080,2014-10-25T17:15:18Z,0,Java,2705,true,5,1,Not processed.,2123
baoyachi/StepView,https://github.com/baoyachi/StepView,4076,2016-06-22T03:52:08Z,13,Java,2099,true,5.842105263157895,1,0.2974989073684211,906
ronmamo/reflections,https://github.com/ronmamo/reflections,4064,2013-04-16T16:19:26Z,3,Java,3262,true,2.825,1,0.07843049814999999,4931
alibaba/Tangram-Android,https://github.com/alibaba/Tangram-Android,4055,2017-03-29T13:29:57Z,38,Java,1819,true,5.2595818815331015,4,Not processed.,24338
rubensousa/ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,4051,2016-08-20T15:24:12Z,0,Java,2040,true,5.333333333333333,2,0.3872721966666666,240
coobird/thumbnailator,https://github.com/coobird/thumbnailator,4049,2015-07-25T05:38:33Z,0,Java,2432,true,3.347058823529412,1,Not processed.,16634
ThirtyDegreesRay/OpenHub,https://github.com/ThirtyDegreesRay/OpenHub,4039,2017-07-11T13:29:51Z,31,Java,1715,true,6.7560975609756095,1,Not processed.,24549
Yalantis/Phoenix,https://github.com/Yalantis/Phoenix,4037,2015-01-12T14:11:20Z,1,Java,2626,true,4.333333333333333,1,Not processed.,976
ongakuer/CircleIndicator,https://github.com/ongakuer/CircleIndicator,4032,2014-07-30T14:02:56Z,7,Java,2792,true,6.511111111111111,1,0.253284258,1712
Netflix/conductor,https://github.com/Netflix/conductor,4030,2016-12-07T22:48:42Z,279,Java,1930,true,7.582621082621083,1,Not processed.,50395
stleary/JSON-java,https://github.com/stleary/JSON-java,4028,2010-12-21T17:46:09Z,15,Java,4109,true,2.911392405063291,1,Not processed.,9834
makovkastar/FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,4026,2014-07-22T13:29:55Z,0,Java,2800,true,5.666666666666667,2,Not processed.,1014
reactor/reactor-core,https://github.com/reactor/reactor-core,4024,2015-11-10T10:06:40Z,111,Java,2324,true,7.488562091503268,1,Not processed.,171040
dinuscxj/LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,4022,2016-04-16T07:33:57Z,0,Java,2166,true,6.507692307692308,2,Not processed.,4428
brianfrankcooper/YCSB,https://github.com/brianfrankcooper/YCSB,4021,2010-04-19T20:52:11Z,55,Java,4354,true,6.9914529914529915,1,Not processed.,22046
iNPUTmice/Conversations,https://github.com/iNPUTmice/Conversations,4016,2014-01-24T01:07:34Z,101,Java,2979,true,7.36745406824147,1,Not processed.,67287
objectbox/objectbox-java,https://github.com/objectbox/objectbox-java,3996,2017-01-24T10:29:48Z,29,Java,1883,true,5.0806916426512965,4,0.24533590648414988,20991
azkaban/azkaban,https://github.com/azkaban/azkaban,3992,2012-10-18T01:34:53Z,48,Java,3442,true,6.45093062605753,2,Not processed.,85569
BoltsFramework/Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,3986,2014-01-30T04:58:14Z,11,Java,2973,true,3,1,Not processed.,5144
phishman3579/java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation,3981,2013-11-20T03:30:19Z,0,Java,3044,true,3.567198177676538,2,Not processed.,31758
Heeexy/SpringBoot-Shiro-Vue,https://github.com/Heeexy/SpringBoot-Shiro-Vue,3975,2017-11-17T18:49:06Z,0,Java,1586,true,5.777777777777778,1,Not processed.,632
rengwuxian/RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,3969,2016-03-24T13:08:10Z,3,Java,2189,true,4.547169811320755,3,Not processed.,1001
yhaolpz/FloatWindow,https://github.com/yhaolpz/FloatWindow,3968,2017-11-14T14:33:55Z,9,Java,1589,true,3.772727272727273,1,Not processed.,1473
qstumn/BadgeView,https://github.com/qstumn/BadgeView,3966,2017-02-08T02:01:39Z,5,Java,1868,true,4.3428571428571425,1,Not processed.,1759
chewiebug/GCViewer,https://github.com/chewiebug/GCViewer,3939,2011-10-23T09:01:04Z,5,Java,3803,true,5.204861111111111,1,Not processed.,19800
lcodecorex/TwinklingRefreshLayout,https://github.com/lcodecorex/TwinklingRefreshLayout,3935,2016-03-02T12:11:56Z,0,Java,2211,true,4.28476821192053,1,Not processed.,6273
